0 1.99674e-15 -5 0 -5.74 0
2.70582e-05 23110.9 -4.25168 0.339187 -5.39792 -2.70582e-05
5.41164e-05 53209.4 -2.65197 0.787667 -4.65186 -2.70582e-05
8.11746e-05 73909.9 -0.929012 0.6832 -3.69942 -2.70582e-05
9.0083e-05 78805.5 -0.464017 0.514256 -3.3787 -8.90841e-06
9.58153e-05 81266.3 -0.231123 0.346775 -3.17104 -5.73224e-06
0.000101491 83087.5 -0.0668742 0.134869 -2.96434 -5.67546e-06
0.000103264 83570.7 -0.0263983 0.0626352 -2.89978 -1.77358e-06
0.000104373 83847 -0.00569145 0.0151891 -2.85944 -1.10849e-06
0.000104546 83889.1 -0.00273331 0.00765042 -2.85314 -1.73201e-07
0.000104654 83915.1 -0.000999144 0.00288829 -2.8492 -1.08251e-07
0.000104688 83923.2 -0.000474328 0.0013928 -2.84797 -3.38284e-08
0.000104709 83928.3 -0.000153384 0.000455116 -2.8472 -2.11427e-08
0.000104716 83929.9 -5.41891e-05 0.00016163 -2.84696 -6.60711e-09
0.00010472 83930.7 -1.90616e-05 6.10013e-05 -2.8468 -4.12944e-09
0.000104741 83933.5 -1.12475e-05 4.59218e-05 -2.84592 -2.06472e-08
0.000104844 83947.3 -1.08597e-05 4.54852e-05 -2.84148 -1.03236e-07
0.00010536 84011 -1.08551e-05 4.54829e-05 -2.81926 -5.1618e-07
0.000107941 84205.1 -1.08511e-05 4.54837e-05 -2.70792 -2.5809e-06
0.000120845 82535.6 -1.09075e-05 4.54921e-05 -2.16223 -1.29045e-05
0.000185368 54656.1 -1.0308e-05 4.58532e-05 -0.355145 -6.45225e-05
0.00024989 31010.2 -1.06664e-05 4.55367e-05 0.670539 -6.45225e-05
0.000314413 16629.6 -1.05166e-05 4.55553e-05 1.221 -6.45225e-05
0.000406051 6506.41 -1.04021e-05 4.55733e-05 1.52769 -9.16376e-05
0.000534883 471.878 -1.00993e-05 4.52982e-05 1.56067 -0.000128832
0.000724327 0 3.40009e-05 -0.000531279 1.56331 -0.000189444
General stats regarding discrete updates:
Number of time steps taken (simulator stats) = 25
Simulator publishes every time step: false
Number of publishes = 1
Number of discrete updates = 0
Number of "unrestricted" updates = 0

Stats for integrator ImplicitEulerIntegrator with error control:
Number of time steps taken (integrator stats) = 25
Initial time step taken = 2.70582e-05 s
Largest time step taken = 0.000189444 s
Smallest adapted step size = 4.12944e-09 s
Number of steps shrunk due to error control = 2
Number of steps shrunk due to convergence-based failure = 39
Number of convergence-based step failures (should match) = 39
Implicit Integrator Statistics (integrator, error estimator, total):
Number of Derivative Evaluations = 3756, 1215, 4971
Number of Jacobian Computations = 246, 81, 327
Number of Derivative Evaluations for Jacobians = 3444, 1134, 4578
Number of Iteration Matrix Factorizations = 246, 81, 327
Number of Newton-Raphson Iterations = 246, 81, 327
